followers_count,verified,retweet_count,mention_count,bio_length,has_location,label,platform
41,0.0,12,2,10,0,1,twitter
33035,1.0,2371,440,170,1,0,twitter
83,0.0,12,9,14,0,1,twitter
117,0.0,16,16,33,0,1,twitter
29166,1.0,3922,782,486,1,0,twitter
2,0.0,3,15,21,1,1,twitter
16295,0.0,95,894,421,1,0,twitter
41324,0.0,1962,575,361,1,0,twitter
42620,0.0,70,643,286,1,0,twitter
97,0.0,21,0,32,1,1,twitter
30045,0.0,1496,1922,151,1,0,twitter
39090,1.0,4188,268,142,1,0,twitter
17,0.0,8,1,25,0,1,twitter
122,0.0,17,3,4,1,1,twitter
1799,1.0,865,450,161,1,0,twitter
25209,1.0,578,1940,406,1,0,twitter
23727,1.0,4667,356,129,1,0,twitter
123,0.0,24,4,20,1,1,twitter
10715,0.0,1359,848,429,1,0,twitter
31471,0.0,3971,1659,101,1,0,twitter
140,0.0,18,4,18,0,1,twitter
36386,0.0,1821,112,270,1,0,twitter
35417,0.0,4066,1985,140,0,0,twitter
42638,1.0,2772,1318,231,1,0,twitter
175,0.0,25,17,28,0,1,twitter
1730,0.0,1796,1543,322,0,0,twitter
31879,1.0,793,798,493,1,0,twitter
41251,0.0,1872,623,273,1,0,twitter
85,0.0,8,13,17,0,1,twitter
180,0.0,26,12,10,0,1,twitter
34419,0.0,3308,1356,288,1,0,twitter
13526,0.0,3288,1374,445,0,0,twitter
22011,0.0,4906,1063,362,1,0,twitter
47496,1.0,4028,1174,467,0,0,twitter
12743,0.0,2084,1091,431,1,0,twitter
35516,0.0,2817,305,361,1,0,twitter
61,0.0,26,6,0,0,1,twitter
88,0.0,10,3,35,1,1,twitter
185,0.0,23,0,4,1,1,twitter
49720,0.0,1230,845,142,1,0,twitter
46890,1.0,3013,1246,222,1,0,twitter
25805,1.0,889,659,477,1,0,twitter
84,0.0,1,12,11,0,1,twitter
5,0.0,15,9,19,0,1,twitter
174,0.0,24,12,13,0,1,twitter
30703,1.0,335,1523,182,0,0,twitter
127,0.0,21,12,37,0,1,twitter
12324,0.0,999,286,283,1,0,twitter
39,0.0,21,19,12,1,1,twitter
148,0.0,17,13,34,0,1,twitter
11,0.0,9,0,2,0,1,twitter
38348,1.0,4753,281,449,0,0,twitter
37324,1.0,4588,255,285,1,0,twitter
1,0.0,2,6,0,0,1,twitter
15,0.0,24,19,1,0,1,twitter
23677,1.0,796,679,134,1,0,twitter
176,0.0,6,4,14,1,1,twitter
4380,1.0,4933,1978,209,0,0,twitter
84,0.0,4,5,30,0,1,twitter
126,0.0,13,11,34,1,1,twitter
15785,0.0,212,47,338,1,0,twitter
151,0.0,1,3,32,0,1,twitter
49429,1.0,953,1067,309,1,0,twitter
11491,0.0,511,766,479,1,0,twitter
28547,0.0,2857,498,93,1,0,twitter
18068,0.0,1514,1680,410,1,0,twitter
56,0.0,5,16,2,0,1,twitter
25417,0.0,3787,1402,380,1,0,twitter
13701,0.0,4233,601,499,1,0,twitter
68,0.0,29,4,29,0,1,twitter
107,0.0,17,7,5,0,1,twitter
155,0.0,29,14,25,1,1,twitter
43901,0.0,1802,1968,148,1,0,twitter
35896,0.0,2482,1123,149,1,0,twitter
107,0.0,24,18,3,0,1,twitter
35193,1.0,3789,843,403,1,0,twitter
196,0.0,17,12,22,0,1,twitter
17468,0.0,1239,628,491,0,0,twitter
37225,0.0,167,1312,428,0,0,twitter
34519,0.0,1472,606,327,1,0,twitter
8,0.0,28,10,16,0,1,twitter
43210,1.0,4703,52,239,1,0,twitter
17243,0.0,506,1300,296,0,0,twitter
46179,0.0,3063,924,344,1,0,twitter
17,0.0,18,9,0,0,1,twitter
41929,1.0,3645,334,83,1,0,twitter
196,0.0,17,1,10,1,1,twitter
46325,0.0,3262,1531,216,1,0,twitter
16,0.0,5,8,32,1,1,twitter
110,0.0,21,19,38,0,1,twitter
44286,1.0,3878,900,399,1,0,twitter
45915,1.0,4886,130,452,1,0,twitter
184,0.0,11,1,12,0,1,twitter
27,0.0,1,7,13,1,1,twitter
145,0.0,21,16,4,1,1,twitter
20381,0.0,2838,63,304,1,0,twitter
21880,1.0,1925,1004,420,1,0,twitter
46818,0.0,2455,65,220,0,0,twitter
28140,0.0,2383,1083,391,0,0,twitter
27,0.0,21,10,0,1,1,twitter
132,0.0,13,13,7,0,1,twitter
148,0.0,27,18,35,0,1,twitter
18289,0.0,1008,1648,434,1,0,twitter
39765,0.0,1273,437,190,1,0,twitter
14169,0.0,4765,633,97,0,0,twitter
2039,1.0,4728,1483,113,0,0,twitter
21,0.0,24,9,16,0,1,twitter
41356,0.0,778,1424,207,1,0,twitter
48743,0.0,4360,1366,179,1,0,twitter
27931,1.0,3950,645,175,1,0,twitter
39,0.0,10,17,4,0,1,twitter
95,0.0,3,19,15,0,1,twitter
7870,1.0,3465,1929,456,1,0,twitter
56,0.0,21,1,34,0,1,twitter
189,0.0,28,18,35,0,1,twitter
20599,0.0,3026,106,206,1,0,twitter
164,0.0,22,14,12,1,1,twitter
11664,0.0,2324,988,136,1,0,twitter
3090,1.0,987,729,465,1,0,twitter
25851,0.0,912,1279,268,0,0,twitter
25933,0.0,1639,1584,448,1,0,twitter
21251,0.0,1324,1923,282,0,0,twitter
60,0.0,22,18,37,0,1,twitter
86,0.0,28,17,30,0,1,twitter
125,0.0,8,5,9,0,1,twitter
8753,1.0,326,1388,342,1,0,twitter
101,0.0,26,6,21,0,1,twitter
8745,0.0,4351,1132,204,1,0,twitter
32315,0.0,565,981,474,1,0,twitter
94,0.0,1,7,16,0,1,twitter
42542,0.0,1655,1672,295,1,0,twitter
179,0.0,10,9,20,1,1,twitter
1120,1.0,944,1418,359,1,0,twitter
25,0.0,5,2,37,1,1,twitter
15,0.0,15,11,17,0,1,twitter
50,0.0,10,9,38,0,1,twitter
45566,0.0,2125,1939,492,1,0,twitter
184,0.0,16,2,13,0,1,twitter
41,0.0,12,3,30,1,1,twitter
116,0.0,2,8,2,1,1,twitter
145,0.0,3,16,23,1,1,twitter
59,0.0,29,12,4,0,1,twitter
45538,0.0,2878,532,220,0,0,twitter
21816,1.0,2362,281,450,1,0,twitter
8617,0.0,4152,1711,197,1,0,twitter
8929,1.0,1146,1186,117,1,0,twitter
26360,1.0,3756,1768,273,0,0,twitter
47,0.0,23,15,27,0,1,twitter
34265,0.0,3235,1390,187,1,0,twitter
43,0.0,7,9,33,0,1,twitter
111,0.0,0,11,33,0,1,twitter
18,0.0,6,11,7,1,1,twitter
44,0.0,13,9,24,0,1,twitter
49291,1.0,1959,626,178,0,0,twitter
72,0.0,15,13,34,0,1,twitter
21692,1.0,677,200,287,1,0,twitter
13183,0.0,882,1144,187,1,0,twitter
894,0.0,348,755,170,1,0,twitter
7391,1.0,2606,1372,491,1,0,twitter
3696,0.0,608,919,244,1,0,twitter
91,0.0,1,4,38,0,1,twitter
24140,1.0,605,1251,88,1,0,twitter
19299,0.0,1019,122,459,0,0,twitter
31587,0.0,704,898,108,0,0,twitter
127,0.0,28,9,21,0,1,twitter
18310,0.0,4136,1311,455,0,0,twitter
24866,1.0,2612,454,176,1,0,twitter
18355,1.0,1809,684,205,1,0,twitter
25692,0.0,3742,1682,343,1,0,twitter
16426,0.0,1147,1182,373,1,0,twitter
1598,0.0,924,154,456,1,0,twitter
121,0.0,8,5,15,1,1,twitter
17,0.0,9,5,24,1,1,twitter
19,0.0,24,2,11,0,1,twitter
102,0.0,16,4,25,0,1,twitter
12949,0.0,1063,1540,198,0,0,twitter
141,0.0,0,12,23,1,1,twitter
59,0.0,15,12,7,1,1,twitter
11266,1.0,2965,978,89,1,0,twitter
46,0.0,16,13,5,0,1,twitter
46141,0.0,3466,875,101,1,0,twitter
34984,0.0,3633,560,498,1,0,twitter
43709,0.0,853,1475,199,1,0,twitter
159,0.0,26,16,22,0,1,twitter
23,0.0,20,0,17,0,1,twitter
16403,0.0,1692,753,163,1,0,twitter
38833,0.0,1604,1611,266,1,0,twitter
39722,0.0,4617,1188,189,1,0,twitter
44988,0.0,1904,1575,499,0,0,twitter
90,0.0,6,18,5,0,1,twitter
76,0.0,9,11,33,0,1,twitter
30251,0.0,2584,911,302,1,0,twitter
178,0.0,29,1,7,0,1,twitter
134,0.0,8,5,37,0,1,twitter
23542,1.0,593,63,292,1,0,twitter
697,0.0,1593,1645,231,1,0,twitter
5772,1.0,4510,21,482,0,0,twitter
43815,0.0,396,776,247,1,0,twitter
26581,0.0,2542,1865,162,1,0,twitter
67,0.0,20,14,2,0,1,twitter
20,0.0,3,3,13,0,1,twitter
2878,1.0,772,1616,101,1,0,twitter
12470,0.0,2376,481,345,0,0,twitter
2,0.0,15,1,15,0,1,twitter
39457,0.0,4447,1761,325,1,0,twitter
43,0.0,24,1,8,1,1,twitter
3,0.0,1,11,16,0,1,twitter
112,0.0,9,18,30,0,1,twitter
10748,0.0,1038,188,225,1,0,twitter
16,0.0,26,19,12,0,1,twitter
59,0.0,27,10,19,0,1,twitter
27,0.0,16,12,37,1,1,twitter
41295,0.0,2708,154,469,1,0,twitter
183,0.0,9,16,37,0,1,twitter
20456,0.0,2152,1264,235,1,0,twitter
17800,1.0,260,1636,459,0,0,twitter
20854,1.0,2038,1270,422,1,0,twitter
17272,0.0,2227,817,290,0,0,twitter
15735,0.0,55,704,382,1,0,twitter
180,0.0,14,13,37,0,1,twitter
150,0.0,9,11,8,0,1,twitter
21946,1.0,3217,963,424,0,0,twitter
16284,0.0,243,762,393,1,0,twitter
14,0.0,26,7,19,0,1,twitter
126,0.0,18,3,23,0,1,twitter
25105,0.0,2150,917,157,1,0,twitter
15718,0.0,650,1820,109,1,0,twitter
184,0.0,27,2,32,0,1,twitter
42809,0.0,3797,1818,112,1,0,twitter
187,0.0,2,12,36,0,1,twitter
109,0.0,18,0,0,0,1,twitter
170,0.0,11,13,37,1,1,twitter
11428,1.0,743,1733,347,0,0,twitter
198,0.0,7,14,24,0,1,twitter
4618,0.0,1667,949,260,1,0,twitter
181,0.0,15,13,11,0,1,twitter
70,0.0,18,4,31,0,1,twitter
53,0.0,22,3,9,0,1,twitter
43904,1.0,4802,1860,306,0,0,twitter
11,0.0,22,7,20,1,1,twitter
15828,1.0,3930,1987,282,0,0,twitter
27363,0.0,3338,1688,222,0,0,twitter
31411,0.0,4755,1287,418,0,0,twitter
18439,0.0,4362,796,333,1,0,twitter
18960,0.0,803,1750,315,1,0,twitter
131,0.0,14,19,36,0,1,twitter
123,0.0,18,15,22,1,1,twitter
34,0.0,11,5,11,0,1,twitter
109,0.0,8,3,33,0,1,twitter
195,0.0,3,11,15,0,1,twitter
21084,0.0,1265,201,95,0,0,twitter
103,0.0,23,7,34,1,1,twitter
33120,0.0,4438,318,204,1,0,twitter
21764,1.0,291,1462,155,1,0,twitter
42,0.0,12,9,17,0,1,twitter
12512,0.0,2050,1935,298,0,0,twitter
99,0.0,12,15,10,0,1,twitter
25755,1.0,2668,1518,146,1,0,twitter
14727,0.0,4317,351,355,1,0,twitter
41657,1.0,3474,283,341,1,0,twitter
37412,0.0,2587,934,104,1,0,twitter
107,0.0,10,18,10,1,1,twitter
160,0.0,24,9,1,0,1,twitter
36,0.0,1,15,10,0,1,twitter
17227,1.0,426,874,193,1,0,twitter
44146,1.0,215,1698,174,1,0,twitter
79,0.0,18,4,18,0,1,twitter
47876,0.0,2668,867,247,1,0,twitter
28849,1.0,1427,1348,197,0,0,twitter
153,0.0,29,12,16,0,1,twitter
137,0.0,6,11,25,0,1,twitter
30185,1.0,158,1926,97,1,0,twitter
17033,0.0,4406,1009,420,0,0,twitter
7066,0.0,286,1454,179,1,0,twitter
143,0.0,5,10,27,0,1,twitter
71,0.0,28,9,0,0,1,twitter
81,0.0,19,19,30,0,1,twitter
105,0.0,25,9,10,0,1,twitter
79,0.0,2,6,0,0,1,twitter
27251,0.0,3270,1250,177,1,0,twitter
17224,1.0,798,1987,139,1,0,twitter
103,0.0,27,9,29,0,1,twitter
88,0.0,2,2,31,0,1,twitter
113,0.0,20,4,17,0,1,twitter
171,0.0,23,18,15,1,1,twitter
128,0.0,23,13,5,1,1,twitter
140,0.0,24,18,5,0,1,twitter
48,0.0,23,2,8,1,1,twitter
39565,0.0,3001,1049,380,1,0,twitter
181,0.0,3,11,15,1,1,twitter
162,0.0,17,17,16,0,1,twitter
10383,0.0,2490,1456,263,0,0,twitter
23,0.0,16,7,36,0,1,twitter
193,0.0,18,8,35,0,1,twitter
1,0.0,29,17,4,0,1,twitter
36,0.0,0,19,33,0,1,twitter
27413,0.0,3628,1869,362,0,0,twitter
114,0.0,25,19,16,1,1,twitter
8659,0.0,1444,1431,159,1,0,twitter
34130,0.0,1667,750,458,1,0,twitter
1067,0.0,641,1704,90,1,0,twitter
25517,0.0,2296,1899,325,1,0,twitter
172,0.0,14,2,36,0,1,twitter
78,0.0,9,16,35,0,1,twitter
36257,0.0,874,1060,215,1,0,twitter
28,0.0,11,12,22,0,1,twitter
44982,0.0,3593,505,206,0,0,twitter
24028,1.0,4130,1258,308,1,0,twitter
195,0.0,27,9,11,0,1,twitter
31075,0.0,3553,972,160,1,0,twitter
13335,0.0,3404,1858,177,1,0,twitter
81,0.0,13,13,34,0,1,twitter
47122,0.0,4333,1354,474,1,0,twitter
24260,0.0,2819,1040,377,1,0,twitter
41,0.0,25,16,29,0,1,twitter
194,0.0,24,7,24,0,1,twitter
29387,0.0,3369,461,485,1,0,twitter
12860,0.0,2289,1670,333,1,0,twitter
58,0.0,19,3,7,0,1,twitter
45746,1.0,1099,45,472,1,0,twitter
41519,0.0,4885,126,108,1,0,twitter
106,0.0,11,4,21,0,1,twitter
6484,0.0,1598,1399,436,1,0,twitter
132,0.0,11,19,10,0,1,twitter
26900,0.0,4377,1725,472,1,0,twitter
100,0.0,3,1,5,0,1,twitter
16124,0.0,2736,627,309,1,0,twitter
134,0.0,9,18,0,0,1,twitter
12484,0.0,1483,470,345,1,0,twitter
7369,0.0,415,1050,326,1,0,twitter
93,0.0,18,8,35,0,1,twitter
65,0.0,3,1,14,0,1,twitter
1576,0.0,405,459,482,1,0,twitter
10,0.0,17,12,13,0,1,twitter
17240,1.0,1164,1414,200,1,0,twitter
21758,1.0,4710,1400,289,0,0,twitter
21115,1.0,1212,200,473,1,0,twitter
61,0.0,2,13,30,0,1,twitter
172,0.0,9,1,24,1,1,twitter
17019,0.0,2689,1417,324,1,0,twitter
5643,0.0,4809,1186,247,1,0,twitter
37440,1.0,1298,1202,153,1,0,twitter
23162,1.0,4675,199,343,0,0,twitter
137,0.0,5,17,13,0,1,twitter
80,0.0,27,13,29,1,1,twitter
55,0.0,8,5,24,0,1,twitter
8917,1.0,3191,1820,191,1,0,twitter
13784,1.0,2476,1467,119,1,0,twitter
43033,1.0,3573,118,100,0,0,twitter
8799,0.0,4498,404,327,1,0,twitter
12888,0.0,3476,394,391,1,0,twitter
174,0.0,21,8,33,1,1,twitter
8295,1.0,3109,354,483,1,0,twitter
137,0.0,13,8,37,0,1,twitter
22510,0.0,3838,224,94,1,0,twitter
170,0.0,22,13,29,1,1,twitter
40961,0.0,4375,1632,468,1,0,twitter
165,0.0,12,12,18,0,1,twitter
22295,0.0,258,1475,101,1,0,twitter
8721,0.0,4491,867,364,1,0,twitter
49817,1.0,2064,612,301,1,0,twitter
10138,0.0,2718,423,218,1,0,twitter
35,0.0,16,4,11,0,1,twitter
171,0.0,6,2,31,0,1,twitter
24134,1.0,1188,896,187,1,0,twitter
85,0.0,17,3,29,0,1,twitter
21642,0.0,2820,1796,233,0,0,twitter
11740,1.0,657,1769,122,1,0,twitter
151,0.0,13,5,32,0,1,twitter
38998,0.0,4539,397,362,1,0,twitter
87,0.0,22,6,22,1,1,twitter
43361,0.0,1143,838,195,0,0,twitter
79,0.0,22,9,21,0,1,twitter
40209,0.0,1969,1580,279,1,0,twitter
25124,0.0,1459,1508,366,0,0,twitter
176,0.0,1,6,14,1,1,twitter
192,0.0,25,5,9,0,1,twitter
196,0.0,2,10,36,0,1,twitter
67,0.0,15,6,31,1,1,twitter
174,0.0,1,4,18,0,1,twitter
14808,1.0,3265,1744,401,1,0,twitter
36636,1.0,784,1521,165,1,0,twitter
128,0.0,27,16,38,1,1,twitter
45740,0.0,4424,190,478,0,0,twitter
3924,1.0,596,1448,106,1,0,twitter
25676,0.0,3874,955,88,1,0,twitter
34056,1.0,3072,1131,460,1,0,twitter
194,0.0,24,12,8,0,1,twitter
133,0.0,24,17,37,0,1,twitter
87,0.0,24,5,29,1,1,twitter
16319,0.0,2329,1939,141,1,0,twitter
142,0.0,10,6,35,0,1,twitter
60,0.0,21,3,34,1,1,twitter
28285,0.0,914,1191,370,0,0,twitter
36788,1.0,1397,535,261,1,0,twitter
151,0.0,14,6,27,0,1,twitter
44239,0.0,4148,432,427,1,0,twitter
13940,1.0,979,1912,95,1,0,twitter
13,0.0,14,15,38,1,1,twitter
10,0.0,2,3,38,0,1,twitter
6080,0.0,3463,1842,385,0,0,twitter
8305,0.0,3853,1936,244,1,0,twitter
3112,0.0,3937,822,462,1,0,twitter
134,0.0,18,13,29,0,1,twitter
118,0.0,27,4,31,0,1,twitter
3762,1.0,990,986,165,0,0,twitter
59,0.0,0,17,16,1,1,twitter
133,0.0,4,1,9,0,1,twitter
96,0.0,17,7,26,0,1,twitter
9,0.0,5,2,15,0,1,twitter
24497,0.0,1229,1421,263,1,0,twitter
58,0.0,11,2,22,1,1,twitter
173,0.0,13,6,7,0,1,twitter
63,0.0,3,18,3,1,1,twitter
49074,0.0,981,171,385,1,0,twitter
45692,1.0,2730,1224,395,1,0,twitter
35918,0.0,4303,607,458,1,0,twitter
71,0.0,4,9,21,0,1,twitter
119,0.0,1,9,28,0,1,twitter
187,0.0,26,16,3,0,1,twitter
90,0.0,5,12,39,0,1,twitter
139,0.0,19,8,26,0,1,twitter
53,0.0,13,2,16,0,1,twitter
177,0.0,21,13,8,0,1,twitter
34471,1.0,3214,1960,85,1,0,twitter
10886,1.0,3338,1139,420,1,0,twitter
14998,1.0,4725,1880,268,1,0,twitter
84,0.0,21,11,28,1,1,twitter
8536,1.0,3931,1244,376,1,0,twitter
63,0.0,21,9,29,1,1,twitter
128,0.0,1,12,8,0,1,twitter
150,0.0,26,18,25,1,1,twitter
37836,0.0,1439,1746,289,1,0,twitter
109,0.0,14,16,30,0,1,twitter
15133,1.0,147,1350,495,1,0,twitter
31862,1.0,3622,896,492,1,0,twitter
45042,1.0,2051,1583,215,1,0,twitter
8,0.0,17,7,1,0,1,twitter
146,0.0,16,16,39,1,1,twitter
149,0.0,5,12,35,0,1,twitter
43721,0.0,3490,1147,314,1,0,twitter
117,0.0,12,16,15,0,1,twitter
11635,0.0,2467,958,368,0,0,twitter
49,0.0,20,14,32,1,1,twitter
16956,0.0,3489,524,285,1,0,twitter
1297,0.0,2237,1119,354,1,0,twitter
145,0.0,20,7,24,0,1,twitter
138,0.0,28,9,8,0,1,twitter
33599,0.0,2026,144,498,1,0,twitter
48074,0.0,4620,1325,418,1,0,twitter
2,0.0,29,8,30,0,1,twitter
57,0.0,18,4,29,0,1,twitter
19395,0.0,1062,434,217,1,0,twitter
100,0.0,26,13,36,0,1,twitter
43581,1.0,1450,429,239,1,0,twitter
6,0.0,21,18,26,0,1,twitter
47,0.0,8,18,4,0,1,twitter
43908,0.0,2974,295,345,1,0,twitter
46587,0.0,4447,781,440,1,0,twitter
24463,0.0,218,129,111,1,0,twitter
20907,1.0,2516,1033,360,1,0,twitter
113,0.0,12,18,8,0,1,twitter
17213,0.0,736,1595,264,1,0,twitter
34,0.0,25,19,14,0,1,twitter
9534,1.0,182,705,171,0,0,twitter
99,0.0,3,17,30,0,1,twitter
25602,1.0,1645,376,498,1,0,twitter
36419,0.0,4392,1609,302,1,0,twitter
28764,1.0,518,1807,453,0,0,twitter
40558,0.0,2627,1878,107,1,0,twitter
21115,0.0,2976,1051,285,1,0,twitter
17161,0.0,84,128,338,1,0,twitter
28,0.0,5,8,18,0,1,twitter
76,0.0,3,0,23,0,1,twitter
199,0.0,1,7,23,1,1,twitter
2593,0.0,4810,1878,269,0,0,twitter
92,0.0,11,9,31,0,1,twitter
107,0.0,8,7,5,0,1,twitter
10,0.0,3,2,11,0,1,twitter
18045,0.0,4486,501,441,1,0,twitter
98,0.0,23,1,38,0,1,twitter
124,0.0,0,1,2,0,1,twitter
152,0.0,19,3,17,0,1,twitter
101,0.0,24,0,8,0,1,twitter
142,0.0,17,2,8,0,1,twitter
134,0.0,7,17,35,0,1,twitter
30214,0.0,1464,1864,437,1,0,twitter
15558,1.0,3963,1897,435,1,0,twitter
59,0.0,7,15,22,0,1,twitter
44216,0.0,2952,139,289,1,0,twitter
25,0.0,26,7,17,0,1,twitter
20,0.0,2,3,8,0,1,twitter
13895,0.0,1144,1346,152,1,0,twitter
11657,0.0,2536,688,112,0,0,twitter
38534,0.0,794,509,273,0,0,twitter
35,0.0,19,15,10,0,1,twitter
47025,1.0,3875,195,392,1,0,twitter
3,0.0,13,16,28,0,1,twitter
63,0.0,26,3,14,0,1,twitter
51,0.0,29,19,13,0,1,twitter
8886,0.0,4379,1363,405,1,0,twitter
46,0.0,8,15,24,0,1,twitter
51,0.0,17,3,9,0,1,twitter
23824,0.0,2463,1879,105,1,0,twitter
18781,0.0,1656,1959,223,1,0,twitter
37806,0.0,741,531,127,1,0,twitter
45989,1.0,1787,1848,396,1,0,twitter
70,0.0,22,7,4,0,1,twitter
10112,0.0,4868,1908,242,1,0,twitter
58,0.0,7,13,33,1,1,twitter
97,0.0,7,8,8,0,1,twitter
24972,0.0,4384,1760,459,1,0,twitter
182,0.0,17,4,8,0,1,twitter
16124,0.0,4611,1015,226,1,0,twitter
13,0.0,23,19,3,0,1,twitter
53,0.0,0,10,6,0,1,twitter
21723,0.0,2670,1161,214,1,0,twitter
47,0.0,7,5,1,0,1,twitter
17122,1.0,2473,350,193,1,0,twitter
25563,0.0,1563,1791,326,1,0,twitter
176,0.0,15,10,35,0,1,twitter
100,0.0,14,3,39,0,1,twitter
73,0.0,13,3,30,1,1,twitter
148,0.0,15,8,5,1,1,twitter
142,0.0,14,12,36,0,1,twitter
18596,0.0,2346,1778,285,0,0,twitter
25,0.0,12,3,15,0,1,twitter
15666,0.0,1962,389,282,1,0,twitter
25718,0.0,3217,1599,435,1,0,twitter
16,0.0,9,7,1,0,1,twitter
25552,0.0,4777,1776,147,1,0,twitter
47307,1.0,2992,1360,456,1,0,twitter
3691,0.0,1351,21,401,1,0,twitter
159,0.0,27,9,31,0,1,twitter
37555,1.0,2320,740,338,0,0,twitter
7063,0.0,4763,1727,315,0,0,twitter
64,0.0,29,8,0,0,1,twitter
9790,0.0,1104,675,127,1,0,twitter
23,0.0,27,5,27,0,1,twitter
155,0.0,8,1,10,0,1,twitter
158,0.0,17,3,29,1,1,twitter
42,0.0,15,1,26,0,1,twitter
82,0.0,28,2,28,0,1,twitter
38758,0.0,3257,1151,133,1,0,twitter
76,0.0,25,17,27,0,1,twitter
27910,0.0,2315,1505,254,0,0,twitter
25901,0.0,4944,71,192,1,0,twitter
29722,0.0,379,690,273,1,0,twitter
4926,0.0,266,816,303,1,0,twitter
110,0.0,22,6,17,0,1,twitter
25911,1.0,4414,1214,445,0,0,twitter
1065,0.0,2586,1049,257,1,0,twitter
191,0.0,28,19,33,0,1,twitter
48,0.0,8,19,1,0,1,twitter
29148,0.0,3406,873,147,1,0,twitter
147,0.0,12,19,1,0,1,twitter
154,0.0,27,13,25,1,1,twitter
103,0.0,0,4,18,0,1,twitter
26,0.0,17,13,12,0,1,twitter
19756,1.0,2367,1104,365,1,0,twitter
28,0.0,18,9,28,0,1,twitter
10,0.0,15,18,10,0,1,twitter
93,0.0,22,17,5,1,1,twitter
2239,1.0,4499,609,416,1,0,twitter
178,0.0,18,19,21,1,1,twitter
6,0.0,26,19,2,0,1,twitter
190,0.0,2,17,35,0,1,twitter
96,0.0,17,18,31,0,1,twitter
102,0.0,22,2,8,0,1,twitter
162,0.0,1,17,23,0,1,twitter
2228,0.0,3958,1414,137,0,0,twitter
3736,0.0,4654,792,368,1,0,twitter
6831,0.0,567,1236,290,1,0,twitter
35036,1.0,3398,904,247,1,0,twitter
97,0.0,19,12,17,0,1,twitter
19040,0.0,2606,1377,332,1,0,twitter
23458,0.0,1774,1422,389,1,0,twitter
13,0.0,7,12,37,1,1,twitter
100,0.0,4,16,24,0,1,twitter
37087,0.0,1344,1324,446,0,0,twitter
94,0.0,1,10,5,0,1,twitter
22857,0.0,3775,134,83,1,0,twitter
17126,0.0,2377,1905,320,1,0,twitter
64,0.0,24,0,22,1,1,twitter
126,0.0,3,15,8,0,1,twitter
112,0.0,25,3,10,0,1,twitter
37,0.0,8,9,39,0,1,twitter
39381,0.0,700,1928,129,1,0,twitter
79,0.0,6,8,29,1,1,twitter
8991,0.0,699,1843,196,1,0,twitter
33530,1.0,1338,968,222,0,0,twitter
35964,1.0,313,739,318,0,0,twitter
37036,1.0,1191,483,253,0,0,twitter
49645,0.0,3531,863,153,1,0,twitter
5693,1.0,2092,1825,409,1,0,twitter
46399,1.0,1560,1742,143,1,0,twitter
106,0.0,1,1,22,0,1,twitter
192,0.0,9,8,36,0,1,twitter
49,0.0,25,9,32,0,1,twitter
16174,0.0,464,1796,128,1,0,twitter
149,0.0,7,19,39,1,1,twitter
23186,0.0,4929,822,205,0,0,twitter
125,0.0,12,14,38,0,1,twitter
171,0.0,18,5,0,0,1,twitter
184,0.0,2,7,14,1,1,twitter
84,0.0,4,15,8,0,1,twitter
30,0.0,20,9,24,0,1,twitter
161,0.0,18,4,7,0,1,twitter
22155,0.0,2929,935,437,1,0,twitter
48719,1.0,3306,1646,165,1,0,twitter
47063,1.0,1083,1005,291,1,0,twitter
100,0.0,26,10,11,0,1,twitter
3755,0.0,3951,387,497,0,0,twitter
150,0.0,25,17,13,0,1,twitter
66,0.0,2,12,13,0,1,twitter
14,0.0,10,14,0,0,1,twitter
87,0.0,24,15,32,0,1,twitter
39,0.0,20,19,27,0,1,twitter
46,0.0,27,16,29,0,1,twitter
31357,1.0,2491,677,269,1,0,twitter
34563,1.0,649,789,324,0,0,twitter
80,0.0,28,3,11,1,1,twitter
21,0.0,16,6,6,0,1,twitter
33996,0.0,2097,779,114,1,0,twitter
63,0.0,3,6,11,0,1,twitter
7498,0.0,1884,1525,281,1,0,twitter
42056,1.0,2228,1791,479,1,0,twitter
118,0.0,12,12,4,1,1,twitter
23,0.0,2,15,1,0,1,twitter
38292,0.0,4594,1156,136,1,0,twitter
25,0.0,4,9,36,1,1,twitter
198,0.0,7,10,38,0,1,twitter
1294,0.0,4672,367,232,1,0,twitter
42781,0.0,4112,1308,424,1,0,twitter
68,0.0,12,14,37,0,1,twitter
23078,1.0,3482,1486,239,0,0,twitter
28121,0.0,3667,1872,106,1,0,twitter
17439,0.0,2719,1779,367,1,0,twitter
130,0.0,22,8,34,1,1,twitter
45,0.0,10,14,30,0,1,twitter
103,0.0,4,17,35,0,1,twitter
166,0.0,1,15,0,0,1,twitter
96,0.0,23,18,12,0,1,twitter
3120,0.0,1941,1448,108,1,0,twitter
14199,0.0,1887,1097,215,1,0,twitter
50,0.0,6,1,20,0,1,twitter
137,0.0,14,11,17,0,1,twitter
20496,1.0,331,1661,398,0,0,twitter
150,0.0,12,17,6,0,1,twitter
4049,0.0,2611,370,142,1,0,twitter
81,0.0,1,17,1,1,1,twitter
36808,1.0,2067,1465,365,0,0,twitter
1954,0.0,2429,1171,321,1,0,twitter
44887,0.0,4621,1634,213,1,0,twitter
154,0.0,11,5,38,0,1,twitter
7,0.0,20,7,27,0,1,twitter
187,0.0,8,9,16,0,1,twitter
145,0.0,29,6,11,0,1,twitter
166,0.0,22,16,36,0,1,twitter
